priority,address,bundle_id,runtime_status,recommended_action,sheet_jp,sheet_ko,current_static_text,expected_if_18_is_control,only_leading_ko_diff_vs_sheet,current_payload_hex,direct_18_E518,source_payload_hex,nul_run,next_control,control_adjacent_08_17,predecessor_address,predecessor_text,next_dialogue_address,next_dialogue_text,status,confidence
P2_direct_ext3_exact_text,604B0A,scenario_604B01,unverified,second_batch_representative_runtime_test,あまりでかい声で怒鳴らないでくれ。,너무 큰 소리로 소리치지 말아줘.,こ너무　큰　소리로　소리치지　말아줘。,너무　큰　소리로　소리치지　말아줘。,True,18E518C1480101010101010101010101010101,True,18F76F16F148E1C516E157E3DFF5D016241B0A,1,,,604B01,……윽！,604B1E,귀가　멀　줄　알았다고。,quarantine,unresolved
P4_direct_ext3_text_drift,604B41,scenario_604B37,unverified,review_translation_and_runtime_by_bundle,それより、ＭＳなんか持ち出して,"그보다, 모빌슈트 같은 걸 끌고 나와서",こ그보다、　모빌슈트　같은　걸　끌고,그보다、　모빌슈트　같은　걸　끌고,,18E518C14B010101010101010101,True,18FBA507F3A3F853E0123B6FF413,1,,,604B37,……그런　건　아무래도　좋아。,604B50,뭘　할　셈이지？,quarantine,unresolved
P2_direct_ext3_exact_text,604B8D,scenario_604B84,unverified,second_batch_representative_runtime_test,ああ……,그래……,こ그래……,그래……,True,18E518C14F,True,18F3C6F191,1,,,604B84,………………,604B93,하나　묻겠는데……　실전　경험은？,quarantine,unresolved
P3_direct_ext3_control_adjacent_text_drift,604BCB,scenario_604BA8,unverified,confirm_current_text_then_rehome,実戦は……これから経験するところだ。,실전은…… 이제부터 경험하려던 참이다.,こ실전은……　이제부터　겪어야　하지。,실전은……　이제부터　겪어야　하지。,,18E5180C400101010101010101010101,True,18F30308F191F9FDF449F77418420D0A,2,1728,True,604BB5,시뮬레이션이라면　지겨울　만큼　했어。,604BE7,………………,quarantine,unresolved
P2_direct_ext3_exact_text,604C50,scenario_604C31,unverified,second_batch_representative_runtime_test,オレが実際にやってみせるから、,"내가 직접 보여줄 테니까,",こ내가　직접　보여줄　테니까、,내가　직접　보여줄　테니까、,True,18E518C15801010101010101,True,18F43017F3BC0CFD77F12407,1,,,604C44,조금　가르쳐　주지。,604C5D,머리에　잘　새겨　둬！,quarantine,unresolved
P4_direct_ext3_text_drift,604C83,scenario_604C76,unverified,review_translation_and_runtime_by_bundle,こうやって敵に隣接して行うのが直接攻撃。,이렇게 적에게 인접하여 행하는 것이 직접 공격.,こ이렇게　적에게　인접하여　행하는　것이,이렇게　적에게　인접하여　행하는　것이,,18E518C15B0101010101010101010101,True,18FC657F0CF33CF4136B140517F90A0A,1,,,604C76,먼저　적　공격이다。,604C94,이게　공격의　기본이다。,quarantine,unresolved
P2_direct_ext3_exact_text,604CDA,scenario_604CCD,unverified,second_batch_representative_runtime_test,ビ－ムサ－べルやヒ－トホ－ク、,"빔 사벨이나 히트 호크,",こ빔　사벨이나　히트　호크、,빔　사벨이나　히트　호크、,True,18E518626C010101010101010101010101,True,18F6A06510F0033AE095103EE092103D07,1,,,604CCD,이게　’근접’。,604CEC,클로　등을　이용한　격투전이다！,quarantine,unresolved
P4_direct_ext3_text_drift,604DF3,scenario_604DCD,unverified,review_translation_and_runtime_by_bundle,だが、『近接』にはーつ弱点がある。,"하지만, 『근접』에는 한 가지 약점이 있다.",こ『근접』엔　약점이　하나　있다。,『근접』엔　약점이　하나　있다。,,18E5181BD9010101010101010101010101,True,18F538F4B5F56B66F4678240F4BBF5870A,2,,,604DE2,확실히　노림수는　나쁘지　않아……,604E06,こ그건……,quarantine,unresolved
P5_non_direct_native_or_other,604E06,scenario_604DCD,unverified,do_not_autofix_static_false_positive_possible,それは……,그것은……,こ그건……,그건……,,18F05EF093,,18F5ADF191,2,1728,True,604DF3,こ『근접』엔　약점이　하나　있다。,604E15,공격　속도가　느리다는　거다！！,quarantine,unresolved
P4_direct_ext3_text_drift,604F41,scenario_604F16,unverified,review_translation_and_runtime_by_bundle,もっとも、必ず成功するわけではないから,"다만, 반드시 성공한다는 보장은 없으므로",こ다만、　반드시　성공하는　건　아니니,다만、　반드시　성공하는　건　아니니,,18E518628301010101010101010101,True,18FAC807E00D74F2C8F77D28FC2B1C,1,,,604F2D,상관없이　’선제공격’　가능。,604F51,믿고　싸우는　건　신중해야　하지만。,quarantine,unresolved
P4_direct_ext3_text_drift,604F63,scenario_604F16,unverified,review_translation_and_runtime_by_bundle,……と、まあこんなところだ。,……대충 이런 식이다.,こ……대충　이런　식이다。　나머지는,……대충　이런　식이다。　나머지는,,18E5183AA4010101010101010101,True,18F1911307F181F5C81318420D0A,1,,,604F51,믿고　싸우는　건　신중해야　하지만。,604F72,직접　시험해　보며　익히면　된다。,quarantine,unresolved
P4_direct_ext3_text_drift,604F9C,scenario_604F91,unverified,review_translation_and_runtime_by_bundle,『近接』と『射撃』,『근접』과 『사격』,こ『근접』과　『사격』　상황에　따라　이,『근접』과　『사격』　상황에　따라　이,,18E5183A370101010101,True,1868F56B661368F15C66,1,,,604F91,……알겠다。,604FA7,상황에　맞게　나눠　쓰는　거군。,quarantine,unresolved
P2_direct_ext3_exact_text,604FEA,scenario_604FE0,unverified,second_batch_representative_runtime_test,じゃあ、戦闘開始だ。,"그럼, 전투 개시다.",こ그럼、　전투　개시다。,그럼、　전투　개시다。,True,18E518C047010101,True,18F66707F9130D0A,1,,,604FE0,……좋아。,604FF3,지원을　부탁한다。,quarantine,unresolved
P1_direct_ext3_exact_text_control_adjacent,605035,scenario_60502B,unverified,high_priority_batch_after_anchor_pass,じゃあ、戦闘開始だ。,"그럼, 전투 개시다.",こ그럼、　전투　개시다。,그럼、　전투　개시다。,True,18E518C047010101,True,18F66707F9130D0A,2,1728,True,60502B,……좋아。,605047,전투에는　또　하나,quarantine,unresolved
P4_direct_ext3_text_drift,60505D,scenario_605047,unverified,review_translation_and_runtime_by_bundle,それが、『ＩＤコマンド』だ。,"그것이, 『ID 커맨드』이다.",こ그것이、　『ＩＤ　커맨드』이다。,그것이、　『ＩＤ　커맨드』이다。,,18E518C16401010101010101,True,18F5A4F4B5F54FFAD7660D0A,2,,,605053,중요한　요소가　있다。,60506B,こ이것은　그　캐릭터　특유의　능력으로、,quarantine,unresolved
P2_direct_ext3_exact_text,60506B,scenario_605047,unverified,second_batch_representative_runtime_test,これは、そのキャラクタ－特有の能力で、,"이것은 그 캐릭터 특유의 능력으로,",こ이것은　그　캐릭터　특유의　능력으로、,이것은　그　캐릭터　특유의　능력으로、,True,18E518628F010101010101010101010101,True,18F63007F423FD93E150E1E305F0D31607,1,,,60505D,こ그것이、　『ＩＤ　커맨드』이다。,60507D,전투　능력을　올릴　수　있다。,quarantine,unresolved
P1_direct_ext3_exact_text_control_adjacent,60508C,scenario_605047,unverified,high_priority_batch_after_anchor_pass,例えば、オレの場合はこれだ。,"예를 들어, 내 경우에는 이것이다.",こ예를　들어、　내　경우에는　이것이다。,예를　들어、　내　경우에는　이것이다。,True,18E51862910101010101010101010101,True,18E18BF0E007F43005F30C08F36D0D0A,2,1728,True,60507D,전투　능력을　올릴　수　있다。,6050A6,……격추한다！！,quarantine,unresolved
P4_direct_ext3_text_drift,6050E0,scenario_6050BB,unverified,review_translation_and_runtime_by_bundle,ＩＤコマンドを使用するためには,ID 커맨드를 사용하기 위해서는,こＩＤ　커맨드를　사용하기　위해서는,ＩＤ　커맨드를　사용하기　위해서는,,18E5186295010101010101,True,18F54FFAD715F439FC3308,1,,,6050D1,명중률이　각각　올라간다。,6050EC,’ＳＰ’를　소비해야　하지만、,quarantine,unresolved
P4_direct_ext3_text_drift,605101,scenario_6050BB,unverified,review_translation_and_runtime_by_bundle,その分、戦闘で大きな修正を受けられる。,그만큼 전투에서 큰 보정을 받게 된다.,こ그만큼　전투에서　큰　보정을　받는다。,그만큼　전투에서　큰　보정을　받는다。,,18E5184BDE01010101010101010101010101010101,True,18F423A307F337165CF4ECF17C15E009281CF0470A,2,,,6050EC,’ＳＰ’를　소비해야　하지만、,605118,こ전투　외에도　ＨＰ를　회복하거나、　그,quarantine,unresolved
P4_direct_ext3_text_drift,605118,scenario_6050BB,unverified,review_translation_and_runtime_by_bundle,戦闘以外にも、ＨＰを回復したり、,"전투 외에도 HP를 회복하거나,",こ전투　외에도　ＨＰ를　회복하거나、　그,전투　외에도　ＨＰ를　회복하거나、　그,,18E5182A0D01010101010101010101010101,True,18F337C4E0D8F46207F0C815F54EF41B2707,1,,,605101,こ그만큼　전투에서　큰　보정을　받는다。,60512B,특수　효과를　지닌　것도　있다。,quarantine,unresolved
P4_direct_ext3_text_drift,605140,scenario_6050BB,unverified,review_translation_and_runtime_by_bundle,『ＩＤコマンド』を的確に使用すること。,『ID 커맨드』를 적절한 타이밍에 사용하는 것.,こ『ＩＤ　커맨드』를　정확히　써라。,『ＩＤ　커맨드』를　정확히　써라。,,18E5184AD3010101010101010101010101010101,True,1868F54FFAD76615E048E0050CF439F1CB18130A,1,,,60512B,특수　효과를　지닌　것도　있다。,60516E,한　기씩　싸우면　불리하겠군……,quarantine,unresolved
P1_direct_ext3_exact_text_control_adjacent,605183,scenario_60516E,unverified,high_priority_batch_after_anchor_pass,『スタック』を組んで戦う！,『스택』을 구성해서 싸운다！,こ『스택』을　구성해서　싸운다！,『스택』을　구성해서　싸운다！,True,18E518629D0101010101010101,True,1868FA076615E0B6F222391403,2,1728,True,60516E,한　기씩　싸우면　불리하겠군……,605197,스택？,quarantine,unresolved
P4_direct_ext3_text_drift,6051C1,scenario_6051A2,unverified,review_translation_and_runtime_by_bundle,『Ｓサイズ』のユニットは３機まで。,『S 사이즈』의 유닛은 3기까지.,こ『Ｓ　사이즈』의　유닛은　３기까지。,『Ｓ　사이즈』의　유닛은　３기까지。,,18E518C165010101010101010101010101,True,1868E169F7216605FB8A08E07180F19D0A,1,,,6051B5,상태를　’스택’이라　한다。,6051D3,’Ｍ　사이즈’라면　２기까지　가능하다。,quarantine,unresolved
P4_direct_ext3_text_drift,6051E6,scenario_6051A2,unverified,review_translation_and_runtime_by_bundle,『スタック』を組めば同時に移動や戦闘が,『스택』을 짜면 동시에 이동 및 전투가,こ『스택』을　짜면　이동과　전투를,『스택』을　짜면　이동과　전투를,,18E5181ACD0101010101010101010101010101,True,1868FA076615E0B6F407F2ED0CF1C23AF33717,1,,,6051D3,’Ｍ　사이즈’라면　２기까지　가능하다。,6051FA,가능하니　한　기보다　유리하다。,quarantine,unresolved
P1_direct_ext3_exact_text_control_adjacent,605231,scenario_605210,unverified,high_priority_batch_after_anchor_pass,で、どうやって組めば良い？,"그렇다면, 어떻게 구성하면 되지？",こ그렇다면、　어떻게　구성하면　되지？,그렇다면、　어떻게　구성하면　되지？,True,18E518C16801010101010101,True,181607FCE7E0B6F407CA041D,2,1728,True,60521F,짜자는　거군……　알겠다！,605244,유닛을　같은　칸에　옮기면　된다。,quarantine,unresolved
P2_direct_ext3_exact_text,60525A,scenario_605244,unverified,second_batch_representative_runtime_test,オレがそっちに移動するから,내가 그쪽으로 이동할 테니,こ내가　그쪽으로　이동할　테니,내가　그쪽으로　이동할　테니,True,18E518C1690101010101,True,18F43017F9DCF1C2F916,1,,,605244,유닛을　같은　칸에　옮기면　된다。,605265,거기서　대기하고　있어　줘。,quarantine,unresolved
P2_direct_ext3_exact_text,6052A5,scenario_605294,unverified,second_batch_representative_runtime_test,じゃあ、この『スタック』とかいうので,"그럼, 이 『스택』인가 하는 것으로",こ그럼、　이　『스택』인가　하는　것으로,그럼、　이　『스택』인가　하는　것으로,True,18E51862A6010101010101010101,True,18F66707F36268FA0766FA480516,1,,,605294,그렇군……　간단하네。,6052B4,남은　적을　쓸어버릴까！！,quarantine,unresolved
P4_direct_ext3_text_drift,605362,scenario_60534A,unverified,review_translation_and_runtime_by_bundle,確かに実戦経験はなかったが、,"확실히 실전 경험은 없었지만,",こ확실히　실전　경험은　없었지만、　비행,확실히　실전　경험은　없었지만、　비행,,18E5184A260101010101010101,True,18E005F134FA65F09EF6AE1707,1,,,60534A,실제로　네　발목을　잡진　않았잖아？,605370,비행　시간이라면　２천　시간　이상이다。,quarantine,unresolved
P4_direct_ext3_text_drift,605383,scenario_60534A,unverified,review_translation_and_runtime_by_bundle,私に足りないのは戦場での経験だけ……,나에게 부족한 건 전장에서의 경험뿐……,こ내게　부족한　건　전투　경험뿐……,내게　부족한　건　전투　경험뿐……,,18E51839A0010101010101010101010101010101,True,18410CE09327F526F44BF31EF269F449F53DF191,1,,,605370,비행　시간이라면　２천　시간　이상이다。,605398,그것도　이번　전투로　요령을　익혔다。,quarantine,unresolved
